k;Detector;Keypoint1-GT;Keypoint2;Detect Time;1K Detect Time;Descriptor;Descriptor1-GT;Descriptor2;Descript Time;1K Descript Time;Norm.;Matcher;Inliers;All Matches;Match Time;Total Time;1K Match Tot. Time;1K Inliers Time;Recall;Precision;Repeatibility;F1-Score;Reprojection Error;3D Points;Reconstruction Time
0;sift;2492.0;2110.0;0.207250104;0.0982227981042654;sift;2492.0;2110.0;0.217989479;0.10331254928909953;l2;bf;1197.0;1332.0;0.195700052;0.620939635;0.46617089714714716;0.5187465622389307;0.4803370786516854;0.8986486486486487;0.5672985781990522;0.6260460251046026;nan;nan;nan
0;sift;nan;nan;nan;nan;akaze;nan;nan;nan;nan;l2;bf;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
0;sift;nan;nan;nan;nan;orb;nan;nan;nan;nan;l2;bf;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
0;sift;2492.0;2110.0;0.207250104;0.0982227981042654;brisk;2315.0;1967.0;0.028889583;0.014687129130655821;l2;bf;956.0;1063.0;0.197314687;0.433454374;0.40776516839134525;0.4534041569037657;0.38362760834670945;0.8993414863593603;0.45308056872037916;0.5378340365682138;nan;nan;nan
0;sift;nan;nan;nan;nan;kaze;nan;nan;nan;nan;l2;bf;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
0;sift;2492.0;2110.0;0.207250104;0.0982227981042654;daisy;2492.0;2110.0;0.199913072;0.0947455317535545;l2;bf;866.0;965.0;0.343219479;0.7503826549999999;0.7775986062176165;0.8664926732101615;0.3475120385232745;0.8974093264248705;0.4104265402843602;0.5010124385305178;nan;nan;nan
0;sift;2492.0;2110.0;0.207250104;0.0982227981042654;freak;2199.0;1836.0;0.024320208;0.013246300653594771;l2;bf;748.0;896.0;0.157090729;0.388661041;0.43377348325892856;0.5196003221925134;0.3001605136436597;0.8348214285714286;0.35450236966824644;0.44155844155844154;nan;nan;nan
0;sift;2492.0;2110.0;0.207250104;0.0982227981042654;brief;2110.0;1764.0;0.006694219;0.0037949087301587304;l2;bf;627.0;924.0;0.116203958;0.330148281;0.35730333441558443;0.5265522822966507;0.2516051364365971;0.6785714285714286;0.2971563981042654;0.36709601873536296;nan;nan;nan
0;sift;2492.0;2110.0;0.207250104;0.0982227981042654;lucid;2492.0;2110.0;0.014032239;0.006650350236966825;l2;bf;36.0;593.0;0.507012135;0.728294478;1.228152576728499;20.230402166666668;0.014446227929373997;0.06070826306913996;0.017061611374407582;0.023338735818476498;nan;nan;nan
0;sift;2492.0;2110.0;0.207250104;0.0982227981042654;latch;2165.0;1807.0;0.00442026;0.0024461870503597123;l2;bf;255.0;1019.0;0.046227292;0.25789765600000003;0.25308896565260064;1.0113633568627451;0.10232744783306581;0.25024533856722275;0.12085308056872038;0.14525776132156082;nan;nan;nan
0;sift;2492.0;2110.0;0.207250104;0.0982227981042654;vgg;2492.0;2110.0;1.955630156;0.926838936492891;l2;bf;1167.0;1313.0;0.095061198;2.257941458;1.71968123229246;1.9348255852613538;0.46829855537720705;0.8888042650418888;0.5530805687203791;0.6134034165571617;nan;nan;nan
0;sift;2492.0;2110.0;0.207250104;0.0982227981042654;beblid;2492.0;2110.0;0.01578;0.00747867298578199;l2;bf;754.0;1013.0;0.207731719;0.430761823;0.42523378381046395;0.5713021525198938;0.3025682182985554;0.7443237907206318;0.35734597156398107;0.43024251069900143;nan;nan;nan
0;sift;2492.0;2110.0;0.207250104;0.0982227981042654;teblid;2492.0;2110.0;0.009108282;0.004316721327014218;l2;bf;482.0;959.0;0.144666094;0.36102448;0.37645931178310743;0.7490134439834024;0.19341894060995185;0.502606882168926;0.22843601895734597;0.27933932193567085;nan;nan;nan
0;sift;2492.0;2110.0;0.207250104;0.0982227981042654;boost;2492.0;2110.0;0.442548125;0.2097384478672986;l2;bf;783.0;1098.0;0.120030417;0.7698286459999999;0.701118985428051;0.9831783473818645;0.31420545746388445;0.7131147540983607;0.37109004739336493;0.43621169916434543;nan;nan;nan
0;akaze;1507.0;1100.0;0.127047709;0.11549791727272728;sift;1507.0;1100.0;0.091931094;0.08357372181818183;l2;bf;912.0;926.0;0.066726979;0.285705782;0.3085375615550756;0.3132738837719299;0.6051758460517584;0.9848812095032398;0.8290909090909091;0.749691738594328;nan;nan;nan
0;akaze;1507.0;1100.0;0.127047709;0.11549791727272728;akaze;1507.0;1100.0;0.118655937;0.10786903363636365;l2;bf;860.0;885.0;0.099016771;0.344720417;0.389514595480226;0.40083769418604653;0.570670205706702;0.9717514124293786;0.7818181818181819;0.7190635451505016;nan;nan;nan
0;akaze;1507.0;1100.0;0.127047709;0.11549791727272728;orb;1500.0;1091.0;0.011609791;0.010641421631530704;l2;bf;693.0;742.0;0.047211406;0.185868906;0.25049717789757414;0.26820909956709954;0.45985401459854014;0.9339622641509434;0.63;0.6162738995108936;nan;nan;nan
0;akaze;1507.0;1100.0;0.127047709;0.11549791727272728;brisk;1507.0;1100.0;0.018728802;0.017026183636363636;l2;bf;816.0;848.0;0.080012969;0.22578948;0.26626117924528303;0.27670279411764703;0.5414731254147312;0.9622641509433962;0.7418181818181818;0.6929936305732484;nan;nan;nan
0;akaze;1507.0;1100.0;0.127047709;0.11549791727272728;kaze;1507.0;1100.0;0.341263698;0.3102397254545455;l2;bf;659.0;663.0;0.046078385;0.514389792;0.7758518733031674;0.7805611411229135;0.43729263437292637;0.9939668174962293;0.5990909090909091;0.6073732718894009;nan;nan;nan
0;akaze;1507.0;1100.0;0.127047709;0.11549791727272728;daisy;1507.0;1100.0;0.197195833;0.17926893909090907;l2;bf;784.0;810.0;0.107364115;0.431607657;0.5328489592592592;0.5505199706632652;0.5202388852023888;0.9679012345679012;0.7127272727272728;0.6767371601208458;nan;nan;nan
0;akaze;1507.0;1100.0;0.127047709;0.11549791727272728;freak;1507.0;1100.0;0.015786093;0.014350993636363637;l2;bf;661.0;720.0;0.07736052;0.220194322;0.3058254472222222;0.3331230287443268;0.43861977438619776;0.9180555555555555;0.600909090909091;0.5936237090255949;nan;nan;nan
0;akaze;1507.0;1100.0;0.127047709;0.11549791727272728;brief;1507.0;1100.0;0.004810885;0.004373531818181818;l2;bf;491.0;635.0;0.053276406;0.185135;0.29155118110236217;0.3770570264765784;0.32581287325812874;0.7732283464566929;0.44636363636363635;0.45845004668534084;nan;nan;nan
0;akaze;1507.0;1100.0;0.127047709;0.11549791727272728;lucid;1507.0;1100.0;0.009288438;0.008444034545454544;l2;bf;29.0;433.0;0.165356615;0.30169276200000006;0.696750027713626;10.403198689655174;0.019243530192435302;0.06697459584295612;0.026363636363636363;0.029896907216494843;nan;nan;nan
0;akaze;1507.0;1100.0;0.127047709;0.11549791727272728;latch;1507.0;1100.0;0.002728073;0.002480066363636364;l2;bf;224.0;641.0;0.019158438;0.14893422;0.23234667706708267;0.6648849107142857;0.1486396814863968;0.3494539781591264;0.20363636363636364;0.2085661080074488;nan;nan;nan
0;akaze;1507.0;1100.0;0.127047709;0.11549791727272728;vgg;1507.0;1100.0;1.056353541;0.9603214009090909;l2;bf;914.0;926.0;0.035172136;1.2185733859999999;1.3159539805615548;1.3332312757111597;0.6065029860650298;0.9870410367170627;0.8309090909090909;0.7513357994245786;nan;nan;nan
0;akaze;1507.0;1100.0;0.127047709;0.11549791727272728;beblid;1507.0;1100.0;0.009982656;0.009075141818181818;l2;bf;817.0;856.0;0.068288958;0.205319323;0.23985902219626168;0.2513088408812729;0.542136695421367;0.9544392523364486;0.7427272727272727;0.6914938637325434;nan;nan;nan
0;akaze;1507.0;1100.0;0.127047709;0.11549791727272728;teblid;1507.0;1100.0;0.006905989;0.006278171818181818;l2;bf;684.0;768.0;0.043954271;0.177907969;0.23165100130208335;0.26009936988304094;0.45388188453881884;0.890625;0.6218181818181818;0.6013186813186813;nan;nan;nan
0;akaze;1507.0;1100.0;0.127047709;0.11549791727272728;boost;1507.0;1100.0;0.238424583;0.2167496209090909;l2;bf;728.0;794.0;0.040827917;0.40630020899999997;0.5117131095717884;0.5581046826923076;0.48307896483078966;0.9168765743073047;0.6618181818181819;0.6327683615819208;nan;nan;nan
0;orb;11223.0;8703.0;0.021685678;0.0024917474434103183;sift;11223.0;8703.0;4.840984946;0.5562432432494542;l2;bf;5127.0;5696.0;4.161475884;9.024146508;1.5842953841292133;1.7601221977764774;0.45682972467254745;0.9001053370786517;0.5891072044122716;0.6060641881907913;nan;nan;nan
0;orb;nan;nan;nan;nan;akaze;nan;nan;nan;nan;l2;bf;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
0;orb;11223.0;8703.0;0.021685678;0.0024917474434103183;orb;11223.0;8703.0;0.031677969;0.0036398907273354018;l2;bf;4260.0;5072.0;1.897584687;1.950948334;0.3846506967665615;0.4579690924882629;0.37957765303394814;0.8399053627760252;0.48948638400551536;0.5228597729364836;nan;nan;nan
0;orb;11223.0;8703.0;0.021685678;0.0024917474434103183;brisk;9353.0;7159.0;0.113424115;0.015843569632630256;l2;bf;4989.0;5121.0;2.338428333;2.473538126;0.4830185756688146;0.49579838163960704;0.4445335471798984;0.974223784417106;0.573250603240262;0.6104992657856093;nan;nan;nan
0;orb;nan;nan;nan;nan;kaze;nan;nan;nan;nan;l2;bf;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
0;orb;11223.0;8703.0;0.021685678;0.0024917474434103183;daisy;11223.0;8703.0;0.241248385;0.02772014075606113;l2;bf;3164.0;3312.0;6.707866873;6.970800936000001;2.104710427536232;2.203160852085967;0.28192105497638775;0.9553140096618358;0.3635527978857865;0.43536291709666325;nan;nan;nan
0;orb;11223.0;8703.0;0.021685678;0.0024917474434103183;freak;6082.0;4474.0;0.075033802;0.016771077782744746;l2;bf;2708.0;2798.0;0.962427448;1.059146928;0.37853714367405294;0.39111777252584934;0.2412902076093736;0.9678341672623302;0.3111570722739285;0.38627772626774126;nan;nan;nan
0;orb;11223.0;8703.0;0.021685678;0.0024917474434103183;brief;11223.0;8703.0;0.021371614;0.0024556605768125935;l2;bf;2491.0;4017.0;2.097181978;2.14023927;0.5327954368932039;0.8591887876354878;0.2219549140158603;0.6201145133183968;0.28622314144547856;0.3269028871391076;nan;nan;nan
0;orb;11223.0;8703.0;0.021685678;0.0024917474434103183;lucid;11223.0;8703.0;0.045518021;0.005230152935769275;l2;bf;100.0;1821.0;9.073787497;9.140991196;5.019764522789676;91.40991195999999;0.008910273545397843;0.054914881933003847;0.01149029070435482;0.015332720024532353;nan;nan;nan
0;orb;11223.0;8703.0;0.021685678;0.0024917474434103183;latch;11223.0;8703.0;0.010986927;0.00126242985177525;l2;bf;837.0;4589.0;0.488883333;0.521555938;0.11365350577467857;0.6231253739545998;0.07457898957497995;0.18239267814338636;0.09617373319544985;0.10586896028332912;nan;nan;nan
0;orb;11223.0;8703.0;0.021685678;0.0024917474434103183;vgg;11223.0;8703.0;8.857494215;1.0177518344249108;l2;bf;3059.0;3822.0;1.713017186;10.592197079;2.7713754785452642;3.462633893102321;0.27256526775372003;0.8003663003663004;0.35148799264621394;0.406646726487205;nan;nan;nan
0;orb;11223.0;8703.0;0.021685678;0.0024917474434103183;beblid;11223.0;8703.0;0.108596771;0.01247808468344249;l2;bf;5355.0;5697.0;3.388381925;3.518664374;0.6176346101456908;0.6570801818860877;0.47714514835605454;0.9399684044233807;0.6153050672182007;0.6329787234042553;nan;nan;nan
0;orb;11223.0;8703.0;0.021685678;0.0024917474434103183;teblid;11223.0;8703.0;0.059974427;0.006891236010571067;l2;bf;4407.0;5074.0;1.876088541;1.9577486460000002;0.3858393074497439;0.4442361347855685;0.392675755145683;0.8685455262120615;0.5063771113409169;0.5408357366386451;nan;nan;nan
0;orb;11223.0;8703.0;0.021685678;0.0024917474434103183;boost;11223.0;8703.0;1.977671666;0.2272402236010571;l2;bf;3138.0;4252.0;1.889849166;3.88920651;0.9146769778927564;1.2393902198852773;0.27960438385458436;0.738005644402634;0.36056532230265426;0.40555735056542813;nan;nan;nan
0;brisk;4625.0;3524.0;0.123211042;0.03496340578887628;sift;4625.0;3524.0;0.455538594;0.12926747843359818;l2;bf;1983.0;2174.0;0.637258958;1.216008594;0.559341579576817;0.6132166384266263;0.42875675675675673;0.9121435142594296;0.5627128263337117;0.583321076628916;nan;nan;nan
0;brisk;nan;nan;nan;nan;akaze;nan;nan;nan;nan;l2;bf;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
0;brisk;4625.0;3524.0;0.123211042;0.03496340578887628;orb;4311.0;3245.0;0.019842135;0.006114679506933745;l2;bf;1323.0;1790.0;0.318253333;0.46130651;0.25771313407821234;0.34868216931216933;0.28605405405405404;0.7391061452513966;0.3754256526674234;0.4124707716289945;nan;nan;nan
0;brisk;4625.0;3524.0;0.123211042;0.03496340578887628;brisk;4625.0;3524.0;0.053601407;0.015210387911464243;l2;bf;1887.0;2106.0;0.58808776;0.764900209;0.36320047910731246;0.4053525219925808;0.408;0.896011396011396;0.5354710556186152;0.56068934779379;nan;nan;nan
0;brisk;nan;nan;nan;nan;kaze;nan;nan;nan;nan;l2;bf;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
0;brisk;4625.0;3524.0;0.123211042;0.03496340578887628;daisy;4625.0;3524.0;0.207077864;0.05876216345062429;l2;bf;1593.0;1720.0;1.046217708;1.376506614;0.8002945430232559;0.8640970583804143;0.34443243243243243;0.9261627906976744;0.45204313280363223;0.5021276595744681;nan;nan;nan
0;brisk;4625.0;3524.0;0.123211042;0.03496340578887628;freak;3923.0;2928.0;0.040617343;0.01387204337431694;l2;bf;1440.0;1614.0;0.41848526;0.582313645;0.36078912329615864;0.40438447569444447;0.31135135135135134;0.8921933085501859;0.4086265607264472;0.46161243789068757;nan;nan;nan
