k;Detector;Keypoint1-GT;Keypoint2;Detect Time;1K Detect Time;Descriptor;Descriptor1-GT;Descriptor2;Descript Time;1K Descript Time;Norm.;Matcher;Inliers;All Matches;Match Time;Total Time;1K Match Tot. Time;1K Inliers Time;Recall;Precision;Repeatibility;F1-Score;Reprojection Error;3D Points
2;mser;nan;nan;nan;nan;daisy;nan;nan;nan;nan;HAM;Flann;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;
2;mser;1008.0;692.0;0.324995833;0.46964715751445085;freak;807.0;536.0;0.007055625;0.01316347947761194;HAM;Flann;38.0;807.0;0.009811771;0.34186322900000005;0.42362234076827765;8.996400763157895;0.037698412698412696;0.04708798017348203;0.05491329479768786;0.0418732782369146;nan;
2;mser;1008.0;692.0;0.324995833;0.46964715751445085;brief;893.0;592.0;0.003269948;0.005523560810810811;HAM;Flann;104.0;893.0;0.00978974;0.338055521;0.3785616136618141;3.250533855769231;0.10317460317460317;0.11646136618141098;0.15028901734104047;0.10941609679116254;nan;
2;mser;1008.0;692.0;0.324995833;0.46964715751445085;lucid;1008.0;692.0;0.004885104;0.007059398843930637;HAM;Flann;58.0;1008.0;0.015541771;0.34542270799999997;0.3426812579365079;5.955563931034482;0.057539682539682536;0.057539682539682536;0.0838150289017341;0.057539682539682536;nan;
2;mser;1008.0;692.0;0.324995833;0.46964715751445085;latch;904.0;603.0;0.002851041;0.004728094527363184;HAM;Flann;37.0;899.0;0.009509427;0.337356301;0.37525728698553956;9.117737864864866;0.03670634920634921;0.041156840934371525;0.05346820809248555;0.03880440482433141;nan;
2;mser;nan;nan;nan;nan;vgg;nan;nan;nan;nan;HAM;Flann;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;
2;mser;1008.0;692.0;0.324995833;0.46964715751445085;beblid;1008.0;692.0;0.007393437;0.010684157514450867;HAM;Flann;78.0;1008.0;0.011060417;0.343449687;0.34072389583333335;4.403201115384616;0.07738095238095238;0.07738095238095238;0.11271676300578035;0.07738095238095238;nan;
2;mser;1008.0;692.0;0.324995833;0.46964715751445085;teblid;1008.0;692.0;0.005794167;0.008373073699421966;HAM;Flann;65.0;1008.0;0.012162761;0.34295276100000005;0.34023091369047626;5.276196323076924;0.06448412698412699;0.06448412698412699;0.09393063583815028;0.06448412698412699;nan;
2;mser;1008.0;692.0;0.324995833;0.46964715751445085;boost;1008.0;692.0;0.139519011;0.20161706791907513;HAM;Flann;75.0;1008.0;0.011839739;0.476354583;0.4725739910714286;6.35139444;0.0744047619047619;0.0744047619047619;0.10838150289017341;0.0744047619047619;nan;
2;agast;nan;nan;nan;nan;sift;nan;nan;nan;nan;HAM;Flann;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;
