Detector;Keypoint1;Keypoint2;1K Detect Time;Descriptor;Descriptor1;Descriptor2;1K Descript Time;Norm.;Matcher;Inliers;All Matches;Total Time;1K Match Tot. Time;1K Inliers Time;Recall;Precision;Repeatibility;F1-Score;Reprojection Error;3DPoints
kaze;2823.6;2592.2;0.1341189362838498;sift;2823.6;2592.2;0.012593210921641613;L2;BF;1134.8;1369.7;0.3655953755;0.2907251109503237;0.3661742245685297;0.41468878640508;0.8140607277509477;0.4537682558829463;0.5437187700632212;nan;
kaze;2823.6;2592.2;0.1341189362838498;akaze;2823.6;2592.2;0.03634005977168399;L2;BF;400.9;727.2;0.42975744990000003;0.6556843024198551;2.0173357196503474;0.14415221180787235;0.5222952145678107;0.15964112049717327;0.22468161575262977;nan;
kaze;2823.6;2592.2;0.1341189362838498;orb;2606.1;2404.1;0.0029104420290126075;L2;BF;37.5;823.5;0.3413303721;0.45705717756446773;9.628918190537643;0.01419555988989854;0.04742418297246768;0.015497954359262756;0.021704651648915434;nan;
kaze;2823.6;2592.2;0.1341189362838498;brisk;2780.3;2553.4;0.008568210689005231;L2;BF;67.9;945.6;0.3726819265;0.41758447940900173;6.700030979323101;0.02594843317767815;0.07117879997779382;0.02845264332119813;0.03780239705153271;nan;
kaze;2823.6;2592.2;0.1341189362838498;kaze;2823.6;2592.2;0.11389647023592833;L2;BF;847.4;1071.3;0.5872408445999999;0.5887620803550274;0.7860241063802139;0.31823582713359866;0.7788992642266599;0.3466765606636978;0.4468244226681607;nan;
kaze;2823.6;2592.2;0.1341189362838498;daisy;2823.6;2592.2;0.046264197985959654;L2;BF;914.1;1042.8;0.4514316614;0.4680804515541852;0.5500372571547125;0.33980592715549385;0.8659937355714945;0.3714358970416212;0.4816126807224279;nan;
kaze;2823.6;2592.2;0.1341189362838498;freak;2617.2;2412.3;0.005310409342650321;L2;BF;41.7;837.0;0.3605811278;0.4589774148871214;9.614926156847833;0.01638316802366136;0.051626328183305335;0.017785031455282766;0.024767123977333376;nan;
kaze;2823.6;2592.2;0.1341189362838498;brief;2641.2;2435.4;0.002237239657489451;L2;BF;34.1;801.5;0.3341727149;0.45724979332772236;10.129416982118704;0.013509597428668496;0.046543226519702385;0.014714895460728739;0.020890090681045827;nan;
kaze;2823.6;2592.2;0.1733731238280275;lucid;2823.6;2592.2;0.004243017809491925;L2;BF;81.5;973.3;0.48791803750000007;0.5434208702834821;9.601055253688454;0.03839463873464438;0.10032221315270581;0.04110681310570084;0.05542220866329813;nan;
kaze;2823.6;2592.2;0.1341189362838498;latch;2674.4;2462.0;0.001242743376344496;L2;BF;35.5;1014.6;0.32366470469999997;0.356472862760751;9.417302757659865;0.013571879087396804;0.03774635765605496;0.014791727070718519;0.019954892951985898;nan;
kaze;2823.6;2592.2;0.1341189362838498;vgg;2823.6;2592.2;0.058299478218457434;L2;BF;1091.2;1316.5;0.4784374721;0.3824654752727359;0.4825810930936024;0.4087985009157027;0.8203139158251826;0.4465694386893759;0.5397518931541322;nan;
kaze;2823.6;2592.2;0.1341189362838498;beblid;2823.6;2592.2;0.0016129943809653166;L2;BF;669.0;1089.8;0.36204117410000003;0.3683545807333033;1.3633829777840691;0.24026502148870033;0.5638958166148602;0.2657089655105798;0.33432760252229404;nan;
kaze;2823.6;2592.2;0.1341189362838498;teblid;2823.6;2592.2;0.0008200515261343833;L2;BF;483.0;1090.4;0.34110749339999996;0.3439173075181128;1.6707924105629748;0.17529445432029184;0.41702610465146295;0.19403265461722216;0.24561902814233502;nan;
kaze;2823.6;2592.2;0.1341189362838498;boost;2823.6;2592.2;0.010268890709101273;L2;BF;420.1;994.6;0.36062903690000003;0.38986843364108176;1.4468657950662878;0.15814782737439584;0.41261287631015336;0.17447509256549865;0.22775586274856977;nan;
fast;20225.4;19793.8;0.00041546629585090185;sift;20225.4;19793.8;0.003658433444558881;L2;BF;5951.3;6747.0;1.0016451272;0.13048643465182921;0.1609064512913164;0.29573091264949875;0.8488682865879426;0.3077424903618572;0.4337549137618188;nan;
fast;nan;nan;nan;akaze;nan;nan;nan;L2;BF;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;
fast;20225.4;19793.8;0.00041546629585090185;orb;17880.9;17660.8;0.0013692998741038787;L2;BF;236.1;5303.0;0.7492261625999999;0.11967981646393536;3.7887944417606754;0.01450996396810279;0.05443485093766474;0.015230101904981854;0.02288834476336567;nan;
fast;20225.4;19793.8;0.00041546629585090185;brisk;19387.1;19039.6;0.008069023916636575;L2;BF;269.8;6000.0;1.7434976023000002;0.24468834155304592;8.131201279986524;0.014692375726009349;0.049854398967046396;0.015122025361222322;0.022681253362094842;nan;
fast;nan;nan;nan;kaze;nan;nan;nan;L2;BF;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;
fast;20225.4;19793.8;0.00041546629585090185;daisy;20225.4;19793.8;0.009737939718956463;L2;BF;5224.4;6369.0;1.7430184266999997;0.24201830678400152;0.3073833391361194;0.27102324101676867;0.8138366274123848;0.2812554808704678;0.402315175728673;nan;
fast;20225.4;19793.8;0.00041546629585090185;freak;18673.8;18402.5;0.004901059301514925;L2;BF;183.1;5203.4;1.5713832904000002;0.2516001243270348;9.134024665403857;0.010953006871408147;0.041555375506210177;0.011403337956633104;0.017323636887522115;nan;
fast;20225.4;19793.8;0.00041546629585090185;brief;18115.7;17875.0;0.0018175950065621514;L2;BF;287.1;6493.5;0.4510513157;0.05983141028076596;1.9136587905842308;0.01610895521820948;0.04928156830634457;0.01673809854669955;0.024263575566494534;nan;
fast;20225.4;19793.8;0.0003799201033267438;lucid;20225.4;19793.8;0.003480254634417413;L2;BF;326.0;6785.8;4.0739782573;0.4940176754351713;18.22894980835355;0.021993423539076414;0.061511337844656934;0.022857510539838772;0.03236299319582814;nan;
fast;20225.4;19793.8;0.00041546629585090185;latch;18349.7;18103.1;0.0008167459294645145;L2;BF;179.3;7833.6;0.15889936850000003;0.018490888703600484;0.8085332606853092;0.009379973428414352;0.023830562188357832;0.00970824876347728;0.013447041005309;nan;
fast;20225.4;19793.8;0.00041546629585090185;vgg;20225.4;19793.8;0.055445189855286924;L2;BF;5320.6;7088.8;1.726906708;0.23167384586559106;0.32501639327959453;0.2840849201390442;0.7645006559328245;0.29440236042555823;0.41205941026891446;nan;
fast;20225.4;19793.8;0.00041546629585090185;beblid;20225.4;19793.8;0.0006631458850391439;L2;BF;2258.5;6147.6;2.3831641616;0.3234401419253362;1.8819976733169508;0.11107961546087106;0.3458218303006958;0.11613659538063123;0.16792270814980492;nan;
fast;20225.4;19793.8;0.00041546629585090185;teblid;20225.4;19793.8;0.000373442097353197;L2;BF;1356.1;6925.4;0.9206692322000001;0.1102915308149526;1.7629153574182805;0.06828109547101457;0.19376211366122842;0.07153777208336479;0.10092986811512335;nan;
fast;20225.4;19793.8;0.00041546629585090185;boost;20225.4;19793.8;0.00954266784633544;L2;BF;1211.0;5853.8;1.1013263977;0.16136083550669572;2.0996591929188413;0.06607947810129418;0.21709154088957297;0.06876878852608642;0.10123084121746787;nan;
mser;1285.2;1190.3;0.3397861672307507;sift;1285.2;1190.3;0.04047999199181215;L2;BF;248.9;349.8;0.4424683951;1.3535083413918463;1.9630964769109276;0.19929885881957898;0.7022175798215586;0.21619067428715866;0.30578757847326854;nan;
mser;nan;nan;nan;akaze;nan;nan;nan;L2;BF;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;
mser;1285.2;1190.3;0.3397861672307507;orb;1073.0;989.8;0.003344372746123209;L2;BF;15.0;286.6;0.3984116553;1.495550605880682;27.065951164017093;0.01178910609272166;0.05498889007570792;0.012849310827181614;0.019341323361474694;nan;
mser;1285.2;1190.3;0.3397861672307507;brisk;1081.3;996.1;0.010388083552524458;L2;BF;16.1;329.8;0.4108632581;1.2993528521911575;25.605007770798768;0.013015465168921403;0.05131019963146335;0.014195347259619406;0.020734314280151853;nan;
