Detector;Keypoint1;Keypoint2;1K Detect Time;Descriptor;Descriptor1;Descriptor2;1K Descript Time;Norm.;Matcher;Reprojection Error;Inliers;All Matches;Total Time;1K Match Tot. Time;1K Inliers Time;Recall;Precision;Repeatibility;F1-Score
sift;5094.0;5011.0;0.05398348304692419;brief;4334.0;4263.875;0.002683197840676136;HAM;BF;nan;3635.25;3977.5;0.61606822875;0.15567625341840363;0.17575594090146765;0.7136336866902238;0.9054646543109404;0.7427747859729213;0.7964513187756351
sift;5094.0;5011.0;0.05398348304692419;lucid;5094.0;5011.0;0.005601291205340489;HAM;BF;nan;46.75;1476.25;1.304563840875;0.9012779734071155;28.389676819193692;0.009177463682764037;0.031761870270679296;0.00959762822904017;0.014168139939586231
sift;5094.0;5011.0;0.05398348304692419;latch;4377.0;4307.75;0.0015928279489130764;HAM;BF;nan;3063.625;3438.125;0.6623627995;0.19600616192973902;0.23394351110289063;0.6014183352964273;0.8734329118072152;0.6239630967877653;0.7086062309314847
sift;nan;nan;nan;vgg;nan;nan;nan;HAM;BF;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
sift;5094.0;5011.0;0.05398348304692419;beblid;5094.0;5011.0;0.0069957527537970535;HAM;BF;nan;4681.625;4688.0;0.871522122375;0.18651605120584133;0.1868017593117925;0.9190469179426777;0.9985507956926389;0.9633838952204565;0.9545751840762753
sift;5094.0;5011.0;0.05398348304692419;teblid;5094.0;5011.0;0.004143961543861371;HAM;BF;nan;4680.25;4687.0;0.774981373625;0.1659537359982366;0.16622832604972856;0.9187769925402434;0.9984436448086225;0.9631277141951543;0.9544018958109892
sift;5094.0;5011.0;0.05398348304692419;boost;5094.0;5011.0;0.21377577152379285;HAM;BF;nan;4676.625;4683.0;1.8263582351249998;0.39031467171270784;0.3909214917701464;0.918065371024735;0.998503740143186;0.9622940258902921;0.9540035748902611
akaze;nan;nan;nan;sift;nan;nan;nan;HAM;BF;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
akaze;2598.0;2555.75;0.06325800701855638;akaze;2598.0;2555.75;0.06479224943126172;HAM;BF;nan;2374.125;2374.875;0.60037410125;0.2563402762792329;0.25643590190104204;0.9138279445727482;0.9996693574344476;0.986885411052643;0.948546149311627
akaze;2598.0;2555.75;0.06325800701855638;orb;2590.0;2548.0;0.006765576957496421;HAM;BF;nan;2254.5;2345.5;0.310664186;0.13468632967680716;0.14246087778289712;0.8677829099307159;0.9543223927298069;0.9307541285644017;0.9036019771735433
