k;Detector;Keypoint1-GT;Keypoint2;Detect Time;1K Detect Time;Descriptor;Descriptor1-GT;Descriptor2;Descript Time;1K Descript Time;Norm.;Matcher;Reprojection Error;Inliers;All Matches;Match Time;Total Time;1K Match Tot. Time;1K Inliers Time;Recall;Precision;Repeatibility;F1-Score
0;sift;13300.0;11743.0;0.325933073;0.02775552013965767;sift;13300.0;11743.0;0.614339635;0.05231539087115728;L2;BF;nan;2593.0;5051.0;6.935892081;7.876164789000001;1.5593278140962188;3.0374719587350563;0.1949624060150376;0.5133636903583448;0.22081239887592607;0.2826004032477794
0;sift;nan;nan;nan;nan;akaze;nan;nan;nan;nan;L2;BF;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
0;sift;nan;nan;nan;nan;orb;nan;nan;nan;nan;L2;BF;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
0;sift;13300.0;11743.0;0.325933073;0.02775552013965767;brisk;12694.0;11220.0;0.14627927;0.01303736809269162;L2;BF;nan;364.0;3564.0;4.917003435;5.389215778;1.5121256391694724;14.805537851648351;0.02736842105263158;0.10213243546576879;0.03099718981520906;0.04316888045540797
0;sift;nan;nan;nan;nan;kaze;nan;nan;nan;nan;L2;BF;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
0;sift;13300.0;11743.0;0.325933073;0.02775552013965767;daisy;13300.0;11743.0;0.300273541;0.025570428425444946;L2;BF;nan;4050.0;4564.0;13.360115516;13.986322130000001;3.064487758545136;3.4534128716049386;0.30451127819548873;0.8873794916739702;0.34488631525163926;0.45342588446036725
0;sift;13300.0;11743.0;0.325933073;0.02775552013965767;freak;12200.0;10811.0;0.106900312;0.009888105818148182;L2;BF;nan;95.0;2907.0;8.507971976;8.940805361;3.075612439284486;94.11374064210527;0.007142857142857143;0.032679738562091505;0.008089925913310057;0.011723329425556858
0;sift;13300.0;11743.0;0.325933073;0.02775552013965767;brief;11920.0;10563.0;0.043919375;0.004157850515951907;L2;BF;nan;76.0;4418.0;18.526976659;18.896829107;4.2772361038931646;248.64248824999999;0.005714285714285714;0.017202354006337708;0.006471940730648045;0.008578846370922226
0;sift;13300.0;11743.0;0.325933073;0.02775552013965767;lucid;13300.0;11743.0;0.115084843;0.009800293195946521;L2;BF;nan;705.0;4280.0;28.1172365;28.558254416;6.67248934953271;40.508162292198584;0.05300751879699248;0.1647196261682243;0.06003576598824832;0.08020477815699659
0;sift;13300.0;11743.0;0.325933073;0.02775552013965767;latch;12072.0;10693.0;0.027843594;0.0026039085382960816;L2;BF;nan;99.0;5496.0;1.264671615;1.618448282;0.2944774894468704;16.347962444444445;0.007443609022556391;0.018013100436681223;0.00843055437281785;0.010534156203447543
